LABEL,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX
Squats,0.4849209785461426,0.494560569524765,0.5009298920631409,0.5086349248886108,0.48438704013824463,0.48263946175575256,0.4809752404689789,0.5321024656295776,0.493049293756485,0.4996061623096466,0.4870608150959015,0.5978811383247375,0.47414159774780273,0.526109516620636,0.3502051532268524,0.4787389636039734,0.4390345811843872,0.46306848526000977,0.4620063006877899,0.46834051609039307,0.483454167842865,0.4733276963233948,0.48075300455093384,0.6308977603912354,0.542733907699585,0.5821228623390198,0.4172396957874298,0.6380627751350403,0.44958171248435974,0.656241774559021,0.47366824746131897,0.5915576815605164,0.39287567138671875,0.3850332498550415,0.3763684630393982,0.3762667775154114,0.3763313293457031,0.37697774171829224,0.3771619200706482,0.37744930386543274,0.38118067383766174,0.3827921748161316,0.3949606716632843,0.3955298662185669,0.435823917388916,0.43804389238357544,0.45808106660842896,0.4568006098270416,0.4332450330257416,0.4502938985824585,0.4283631443977356,0.44978266954421997,0.42419785261154175,0.4453219771385193,0.42974451184272766,0.4486774206161499,0.5577144026756287,0.5610713958740234,0.6243746876716614,0.6131599545478821,0.723794162273407,0.7074999213218689,0.7403421998023987,0.7227084636688232,0.7597647309303284,0.7326088547706604
Squats,0.4848800003528595,0.4945831894874573,0.5009332895278931,0.5086029767990112,0.48436257243156433,0.4825187921524048,0.48067328333854675,0.5320557951927185,0.492940217256546,0.49882417917251587,0.48622989654541016,0.597076952457428,0.4709652066230774,0.527118444442749,0.3512873947620392,0.4834383428096771,0.4472131133079529,0.4629625678062439,0.46932360529899597,0.46992459893226624,0.49451786279678345,0.4750745892524719,0.4855895936489105,0.6315320730209351,0.5433674454689026,0.5775759816169739,0.416976660490036,0.6377983093261719,0.44979581236839294,0.6561968326568604,0.4745381772518158,0.5915576219558716,0.3963027596473694,0.3848230242729187,0.3764256238937378,0.3763261139392853,0.3763858377933502,0.3770807981491089,0.3773312568664551,0.37768930196762085,0.3813236951828003,0.38292649388313293,0.39492547512054443,0.39530521631240845,0.43582257628440857,0.43660497665405273,0.4582008421421051,0.45775049924850464,0.4362183213233948,0.45135200023651123,0.42477932572364807,0.4529881775379181,0.4206276535987854,0.44723060727119446,0.42706960439682007,0.44920048117637634,0.5577690601348877,0.5612736940383911,0.6221074461936951,0.6138916611671448,0.723651647567749,0.7088791728019714,0.7375357151031494,0.7257125377655029,0.7643631100654602,0.7383067011833191
Squats,0.4809430241584778,0.4903380274772644,0.49566707015037537,0.5018755793571472,0.4819605052471161,0.48075589537620544,0.47947460412979126,0.5284041166305542,0.4938955307006836,0.49380096793174744,0.48394346237182617,0.5951732993125916,0.47005030512809753,0.5282732844352722,0.3482287526130676,0.48321273922920227,0.4446188509464264,0.4608269929885864,0.4688032269477844,0.4699018597602844,0.4928783178329468,0.4750523865222931,0.4831025302410126,0.631557822227478,0.5434072613716125,0.5731457471847534,0.4155789017677307,0.6354265809059143,0.4498654007911682,0.6551421880722046,0.4746256470680237,0.5911629796028137,0.39650386571884155,0.38839343190193176,0.3801589012145996,0.38006094098091125,0.38004055619239807,0.38051262497901917,0.3806266784667969,0.38080745935440063,0.3844899535179138,0.385111004114151,0.3993959128856659,0.3994552791118622,0.4392043948173523,0.43794524669647217,0.4627661406993866,0.4634956121444702,0.44568830728530884,0.4548599421977997,0.42725327610969543,0.45420271158218384,0.4232363998889923,0.45017120242118835,0.43017610907554626,0.45137518644332886,0.5599972605705261,0.5638309717178345,0.6211550831794739,0.6146600246429443,0.7237716913223267,0.709267795085907,0.7373688817024231,0.7271891832351685,0.7667484879493713,0.7399379014968872
Squats,0.4778105616569519,0.4880664348602295,0.49334654211997986,0.4996051490306854,0.4800080358982086,0.4790952801704407,0.47815659642219543,0.5260511636734009,0.494025856256485,0.4901484251022339,0.4810524880886078,0.592835009098053,0.46495693922042847,0.5296661257743835,0.34515541791915894,0.4830472469329834,0.44448840618133545,0.45754486322402954,0.47005391120910645,0.4647464156150818,0.49198320508003235,0.47362449765205383,0.48306235671043396,0.6312609910964966,0.5426061153411865,0.5681413412094116,0.412884384393692,0.6312006711959839,0.4494119882583618,0.6534968018531799,0.474575400352478,0.5894604921340942,0.3957335650920868,0.389460951089859,0.38177159428596497,0.3817218542098999,0.38174113631248474,0.38205426931381226,0.3821565806865692,0.3823147118091583,0.3862209916114807,0.38650989532470703,0.4004744589328766,0.4005071222782135,0.44094544649124146,0.4394207000732422,0.4626164734363556,0.4650009870529175,0.4462401270866394,0.4562668204307556,0.4380922317504883,0.4558524191379547,0.43562954664230347,0.45314520597457886,0.4307467043399811,0.4540114998817444,0.5616790056228638,0.56449955701828,0.6204337477684021,0.614711344242096,0.7228214740753174,0.7092359662055969,0.7359704971313477,0.7269645929336548,0.7664368152618408,0.73948073387146
Squats,0.47904691100120544,0.49090707302093506,0.497446745634079,0.5047416687011719,0.4801574647426605,0.47914281487464905,0.47770142555236816,0.526212215423584,0.4888346791267395,0.49292245507240295,0.4812447428703308,0.590291440486908,0.46193578839302063,0.5246163606643677,0.34135904908180237,0.4676133394241333,0.4490659832954407,0.4397728145122528,0.47222205996513367,0.44599053263664246,0.49469637870788574,0.4540567398071289,0.4872887432575226,0.6291382908821106,0.5403665900230408,0.5648354291915894,0.40811818838119507,0.6289032101631165,0.448225736618042,0.6517267227172852,0.4734886586666107,0.5837793946266174,0.39434412121772766,0.3891802132129669,0.3816332519054413,0.381655752658844,0.3817692697048187,0.3821428716182709,0.3825344145298004,0.3830706477165222,0.3872791528701782,0.3898422122001648,0.40004613995552063,0.4001873731613159,0.4434710144996643,0.44233614206314087,0.47604045271873474,0.4680935740470886,0.4514414370059967,0.45853424072265625,0.44763854146003723,0.4594017565250397,0.44304099678993225,0.4552958607673645,0.44422218203544617,0.4582924246788025,0.5641583204269409,0.5666776299476624,0.6192461252212524,0.6146429777145386,0.7228349447250366,0.7078920006752014,0.73617023229599,0.7259010672569275,0.7660989761352539,0.7388736605644226
Squats,0.47464796900749207,0.4868607223033905,0.4931522011756897,0.500325083732605,0.47662681341171265,0.4753592014312744,0.4738164246082306,0.5237094759941101,0.488315224647522,0.4879284203052521,0.4761066436767578,0.5864965319633484,0.46030333638191223,0.5219848155975342,0.33933505415916443,0.4573243260383606,0.448643296957016,0.4327617287635803,0.4773758053779602,0.4334622025489807,0.49719321727752686,0.4442777633666992,0.48722320795059204,0.6262440085411072,0.5383881330490112,0.5637733340263367,0.4040760099887848,0.6274890899658203,0.4471186101436615,0.6507214307785034,0.47256359457969666,0.5836990475654602,0.3916829228401184,0.39414671063423157,0.3860081434249878,0.38603976368904114,0.3861443102359772,0.38611122965812683,0.3862936794757843,0.3865586519241333,0.39242658019065857,0.3928038477897644,0.4063107669353485,0.4058288335800171,0.4475797116756439,0.44503554701805115,0.47276797890663147,0.47292524576187134,0.4556039571762085,0.46312597393989563,0.4520191252231598,0.46463581919670105,0.44957226514816284,0.4630569815635681,0.4507281482219696,0.46256205439567566,0.5667744278907776,0.5687870383262634,0.6188017129898071,0.6147450804710388,0.7224599719047546,0.707068145275116,0.7360728979110718,0.7251307368278503,0.7661954760551453,0.738319456577301
Squats,0.47517603635787964,0.4877414405345917,0.49471932649612427,0.5022268891334534,0.4770124554634094,0.4754849374294281,0.4735161066055298,0.523454487323761,0.4840453565120697,0.4880737364292145,0.4765438437461853,0.5832555294036865,0.454910546541214,0.5268325209617615,0.33720895648002625,0.45892462134361267,0.4446280002593994,0.43725207448005676,0.4766460955142975,0.44062256813049316,0.49274569749832153,0.4463307559490204,0.4828382730484009,0.6258434653282166,0.5373983383178711,0.5619174242019653,0.4012322723865509,0.625360906124115,0.44623517990112305,0.648598849773407,0.4710793197154999,0.5821539163589478,0.38494816422462463,0.39700084924697876,0.3893853425979614,0.38924306631088257,0.389150470495224,0.390130877494812,0.3905606269836426,0.3910675346851349,0.3951863646507263,0.3977808356285095,0.40921324491500854,0.40945741534233093,0.45122241973876953,0.44946780800819397,0.4758165180683136,0.47594940662384033,0.45852696895599365,0.46573397517204285,0.4547249972820282,0.46539220213890076,0.4508956968784332,0.46321386098861694,0.45043548941612244,0.46362248063087463,0.5700733065605164,0.5719024538993835,0.6175277829170227,0.6147372126579285,0.7222349643707275,0.7066353559494019,0.7359676361083984,0.7245043516159058,0.766036868095398,0.7363461852073669
Squats,0.4755740165710449,0.488015741109848,0.49550312757492065,0.5034332275390625,0.47695690393447876,0.4747468829154968,0.4721428155899048,0.5235761404037476,0.47996169328689575,0.4882989525794983,0.4763592779636383,0.5798217058181763,0.45057135820388794,0.5289667248725891,0.3365103602409363,0.4604541063308716,0.4259876608848572,0.4393118619918823,0.46415093541145325,0.4392941892147064,0.47691547870635986,0.4503069221973419,0.46967563033103943,0.6254389882087708,0.5374406576156616,0.5578184723854065,0.39898422360420227,0.623975396156311,0.44591617584228516,0.6480854749679565,0.4708307385444641,0.5818173289299011,0.38527581095695496,0.4069008231163025,0.39701494574546814,0.3968670070171356,0.3968345820903778,0.3977486193180084,0.39811986684799194,0.398495614528656,0.40253162384033203,0.40368083119392395,0.41943687200546265,0.4190106689929962,0.4555733799934387,0.45377790927886963,0.4797211289405823,0.4796541631221771,0.4624437391757965,0.46943968534469604,0.4581785798072815,0.4683876931667328,0.4552505612373352,0.46748822927474976,0.4535171389579773,0.46677589416503906,0.5735495090484619,0.5750698447227478,0.6170751452445984,0.6149654388427734,0.7220366597175598,0.7064616084098816,0.735870897769928,0.7236295938491821,0.7637889385223389,0.7361113429069519
Squats,0.472799152135849,0.48575010895729065,0.4930184781551361,0.501147449016571,0.4743005335330963,0.47196289896965027,0.46937209367752075,0.5211297273635864,0.4778807461261749,0.4859398603439331,0.47265902161598206,0.5777225494384766,0.4500425457954407,0.5294179320335388,0.3370189070701599,0.4620656669139862,0.42627379298210144,0.4387131631374359,0.46654555201530457,0.4386267066001892,0.47722575068473816,0.4478710889816284,0.4708729684352875,0.6255561113357544,0.5385966897010803,0.5540626049041748,0.3977295458316803,0.6232208609580994,0.4454343914985657,0.6472582221031189,0.46882110834121704,0.5785467624664307,0.38158029317855835,0.40534335374832153,0.3964924216270447,0.39644184708595276,0.3964883089065552,0.39703571796417236,0.3973360061645508,0.3976462185382843,0.4031411111354828,0.4031829833984375,0.41837960481643677,0.4179288446903229,0.4569017291069031,0.4539242386817932,0.48060983419418335,0.4812661111354828,0.46310070157051086,0.4724099040031433,0.4597531855106354,0.47273632884025574,0.4561161398887634,0.47128182649612427,0.45716381072998047,0.4708106219768524,0.5747024416923523,0.5772579908370972,0.6173087358474731,0.6161695718765259,0.7219789624214172,0.7064763307571411,0.7359259724617004,0.7221819162368774,0.7615841627120972,0.733490526676178
Squats,0.4668584167957306,0.47857365012168884,0.48515018820762634,0.49284300208091736,0.46804237365722656,0.4659508168697357,0.46373099088668823,0.5158188939094543,0.4757249653339386,0.47967907786369324,0.4671497344970703,0.5738394856452942,0.4477810561656952,0.5154042840003967,0.3350515365600586,0.45387405157089233,0.42741966247558594,0.4316100776195526,0.4663277864456177,0.43002423644065857,0.47828906774520874,0.44590792059898376,0.4706285297870636,0.6256536841392517,0.5394259095191956,0.549884557723999,0.3977837860584259,0.6209906935691833,0.4453463852405548,0.6465283036231995,0.4681185781955719,0.5756755471229553,0.38077670335769653,0.4091409742832184,0.3999943137168884,0.40012940764427185,0.40032830834388733,0.39988839626312256,0.3999597132205963,0.400039941072464,0.40670356154441833,0.40576884150505066,0.42134106159210205,0.4208986163139343,0.45940831303596497,0.4560312032699585,0.496926873922348,0.48464450240135193,0.46587565541267395,0.4747069776058197,0.461238831281662,0.47564229369163513,0.4592788815498352,0.473632276058197,0.45760974287986755,0.47326937317848206,0.576171875,0.5788953304290771,0.6178824305534363,0.6161875128746033,0.7212147116661072,0.7072833180427551,0.7352234125137329,0.7221765518188477,0.7593276500701904,0.7333131432533264
